,Para Arzi
2022-11-30,2.0096548283919713
2022-12-31,3.549420984262208
2023-01-31,2.682403864811511
2023-02-28,2.9896758191527706
2023-03-31,4.306816807256997
2023-04-30,4.931112392489956
2023-05-31,-1.0170687644293186
2023-06-30,15.146856156590815
2023-07-31,5.943430568599561
2023-08-31,4.76408815903524
2023-09-30,2.6942322032711186
2023-10-31,3.3562968777822944
2023-11-30,2.245990900503436
2023-12-31,4.333376014863521
2024-01-31,0.9923076145055054
2024-02-29,1.4671953097721069
2024-03-31,2.3966668137305636
2024-04-30,1.9822157281287334
2024-05-31,1.859475153650525
2024-06-30,3.0312029409934382
2024-07-31,2.447421616276513
2024-08-31,3.8059143636647974
2024-09-30,1.9027
